company_id,founded_year,company_age_years,category,country,funding_round,funding_total_usd_M,num_funding_rounds,num_employees,num_investors,num_milestones,num_relationships,top_tier_investor,revenue_proxy,market_size,has_patent,founder_experience,status
C0538,2014,10,SaaS,Japan,IPO,67.14,7,1374,14,9,11,0,3.8,2,0,4,operating
C0539,2005,19,SaaS,UK,Series D+,60.28,5,703,12,11,10,1,4.0,2,1,1,operating
C0540,2018,6,AI/ML,USA,Seed,0.14,1,3,2,5,2,0,0.1,2,0,2,closed
C0541,2011,13,E-Commerce,Netherlands,IPO,493.71,6,473,13,8,12,1,5.0,2,0,1,operating
C0542,2012,12,FoodTech,UK,Seed,1.0,2,4,2,11,4,1,0.0,3,0,5,operating
C0543,2015,9,Biotech,Brazil,Series A,4.54,2,30,3,10,5,1,0.0,2,1,2,operating
C0544,2008,16,Biotech,Germany,Seed,1.99,2,15,3,14,5,0,0.8,1,0,3,operating
C0545,2015,9,HealthTech,UK,Series A,2.55,3,37,2,4,3,0,0.7,3,0,1,closed
C0546,2002,22,EdTech,Germany,Series B,7.29,3,47,7,13,7,0,2.2,1,0,3,operating
C0547,2000,24,E-Commerce,Sweden,Series B,31.5,4,111,8,16,6,0,2.5,1,1,3,operating
C0548,2002,22,Software,Germany,Series D+,155.76,5,673,11,18,11,0,2.8,2,1,5,operating
C0549,2005,19,Logistics,South Korea,Series D+,127.38,6,348,8,11,6,1,3.0,1,1,3,operating
C0550,2015,9,HealthTech,Sweden,Series B,9.96,4,93,7,8,8,1,3.0,1,0,5,operating
C0551,2004,20,Hardware,UK,IPO,144.95,6,1931,11,14,10,1,4.6,3,0,5,operating
C0552,2007,17,Logistics,UK,Series A,0.63,2,22,4,13,4,0,1.1,3,0,2,operating
C0553,2015,9,Biotech,UK,Series A,5.35,2,13,3,5,4,1,1.0,2,0,5,operating
C0554,2001,23,Biotech,Israel,Series C,171.23,4,124,9,19,10,0,3.9,2,0,2,operating
C0555,2019,5,AI/ML,UK,Series B,38.14,4,66,8,4,6,0,1.0,3,0,5,operating
C0556,2017,7,FoodTech,UK,Series A,2.88,2,56,2,2,4,0,1.3,2,0,4,operating
C0557,2011,13,SaaS,UK,Series B,7.74,4,167,7,11,5,0,0.8,3,0,2,operating
C0558,2016,8,Media,France,Series C,25.17,4,127,7,3,6,1,2.1,2,0,2,operating
C0559,2016,8,AgriTech,Brazil,Series C,56.69,5,239,8,3,8,0,2.6,2,0,3,operating
C0560,2002,22,CleanTech,South Korea,Seed,0.33,1,2,3,15,3,0,0.0,3,0,3,operating
C0561,2020,4,FinTech,India,Series B,14.87,4,63,4,5,4,0,1.4,3,0,2,operating
C0562,2020,4,AI/ML,China,Seed,0.16,2,8,4,2,4,0,0.0,2,0,5,closed
C0563,2003,21,HealthTech,China,Series B,6.78,4,215,5,16,5,0,1.8,3,1,3,operating
C0564,2014,10,CleanTech,Australia,Series A,6.47,3,27,4,7,6,0,1.3,2,0,1,operating
C0565,2014,10,SaaS,USA,Seed,1.17,2,10,2,11,3,0,0.0,3,1,1,acquired
C0566,2018,6,SaaS,Australia,Seed,0.15,1,5,1,5,1,1,0.2,1,0,5,operating
C0567,2005,19,CleanTech,Australia,Seed,1.07,1,3,0,17,0,0,0.0,3,1,4,acquired
C0568,2015,9,FinTech,Brazil,Series B,8.53,3,53,4,5,5,0,1.9,2,1,5,operating
C0569,2004,20,Media,Netherlands,Seed,0.92,2,2,4,17,4,0,0.7,1,0,4,closed
C0570,2019,5,FoodTech,India,Seed,0.34,2,4,4,6,5,0,0.4,2,0,1,closed
C0571,2013,11,HealthTech,Brazil,Series A,1.28,3,32,2,5,1,1,0.7,2,0,4,operating
C0572,2009,15,Logistics,Brazil,Seed,0.57,2,5,3,11,5,0,0.3,2,0,2,operating
C0573,2009,15,Logistics,France,Series A,1.34,3,37,2,11,2,0,0.4,2,0,2,closed
C0574,2002,22,Hardware,India,Series A,4.36,2,19,3,16,4,0,1.1,1,0,5,operating
C0575,2015,9,E-Commerce,China,Series B,22.61,3,86,8,9,6,0,1.7,3,0,2,operating
C0576,2010,14,EdTech,Singapore,Seed,0.58,2,4,0,8,3,0,0.0,3,0,3,operating
C0577,2015,9,CleanTech,Singapore,Seed,0.83,2,1,3,9,2,0,0.0,1,0,1,closed
C0578,2001,23,E-Commerce,India,Seed,0.53,2,2,2,15,1,0,0.5,2,0,4,acquired
C0579,2011,13,Logistics,Singapore,Seed,0.23,1,5,2,10,3,0,0.4,2,0,5,operating
C0580,2012,12,Hardware,France,Series C,83.19,5,152,10,10,9,0,2.2,3,0,3,operating
C0581,2019,5,Gaming,Brazil,Series D+,63.12,5,370,10,5,11,1,3.4,1,0,1,operating
C0582,2021,3,Logistics,Sweden,Series B,9.16,3,78,7,6,7,0,2.1,2,0,1,operating
C0583,2000,24,CleanTech,Netherlands,Series C,23.73,4,244,8,20,6,0,2.9,2,0,5,operating
C0584,2007,17,AI/ML,South Korea,Series A,1.96,2,9,4,14,5,0,0.7,1,0,5,acquired
C0585,2020,4,HealthTech,USA,Seed,0.34,2,1,0,6,3,0,0.0,2,0,4,operating
C0586,2016,8,Logistics,Israel,Series A,1.08,2,28,4,6,5,0,1.1,1,0,5,acquired
C0587,2010,14,E-Commerce,India,Series B,5.53,4,160,8,7,6,0,2.4,2,0,5,operating
C0588,2006,18,EdTech,Canada,Series B,11.72,4,63,8,16,6,0,2.5,2,0,5,operating
C0589,2020,4,FoodTech,Germany,Series A,3.04,2,45,4,6,6,0,0.7,2,1,5,operating
C0590,2016,8,Logistics,Australia,Series A,8.44,2,14,3,9,5,0,0.7,3,0,4,operating
C0591,2006,18,Media,Australia,Seed,0.1,1,4,0,13,3,0,0.0,2,0,3,operating
C0592,2008,16,Gaming,China,Seed,0.75,1,3,3,15,2,0,0.2,3,0,3,acquired
C0593,2003,21,E-Commerce,Canada,Series B,5.07,3,28,5,16,6,0,1.8,2,0,3,operating
C0594,2009,15,SaaS,Israel,Series D+,213.83,5,453,9,9,9,1,3.6,3,1,2,operating
C0595,2006,18,Logistics,Singapore,Series A,0.85,2,22,2,15,4,0,1.0,3,0,3,operating
C0596,2012,12,AgriTech,Brazil,Series A,11.36,2,75,3,10,5,1,0.4,1,0,4,operating
C0597,2001,23,Gaming,Netherlands,Series A,8.5,2,6,3,15,2,0,1.1,1,1,2,operating
C0598,2001,23,FinTech,France,Seed,0.4,1,2,3,14,5,0,0.8,2,0,5,operating
C0599,2009,15,Software,Japan,Series B,66.82,3,103,7,11,8,0,1.2,2,0,3,operating
C0600,2010,14,AgriTech,Canada,Series B,7.85,4,137,8,9,7,0,2.0,3,0,2,operating
C0601,2000,24,AgriTech,Japan,IPO,399.47,6,2902,13,15,13,1,4.7,2,0,1,operating
C0602,2001,23,AI/ML,Netherlands,Seed,0.45,2,3,2,20,2,0,0.0,2,1,3,operating
C0603,2018,6,SaaS,Sweden,Series B,7.82,4,50,7,4,6,0,1.4,1,0,5,acquired
C0604,2019,5,AgriTech,Singapore,Seed,0.6,1,7,4,6,3,0,0.0,2,0,5,operating
C0605,2013,11,EdTech,Singapore,Series C,21.34,5,156,9,6,7,0,2.2,2,0,5,operating
C0606,2004,20,E-Commerce,Brazil,IPO,1532.4,7,1659,13,15,13,1,2.7,1,0,4,operating
C0607,2011,13,CleanTech,Canada,Seed,1.22,2,6,4,7,6,0,0.5,1,1,4,acquired
C0608,2020,4,Gaming,Germany,Series C,29.94,4,63,10,5,9,1,3.2,2,0,1,operating
C0609,2011,13,EdTech,UK,Series B,5.07,3,153,8,12,6,1,2.4,1,0,4,operating
C0610,2018,6,Biotech,China,Series A,2.68,2,16,2,2,4,0,0.8,1,0,1,closed
C0611,2007,17,Media,Brazil,Series C,59.13,4,324,8,12,6,0,3.4,1,1,3,operating
C0612,2010,14,Hardware,Australia,Seed,0.18,1,2,0,11,1,0,0.0,2,1,4,operating
C0613,2003,21,FinTech,Israel,Series A,3.25,3,20,5,12,6,0,0.5,3,0,5,operating
C0614,2003,21,FoodTech,Australia,Series C,123.58,5,450,10,15,8,1,2.0,1,0,1,operating
C0615,2011,13,SaaS,South Korea,Series A,5.16,2,116,4,11,3,0,1.1,2,0,4,operating
C0616,2006,18,Logistics,Germany,Seed,0.83,2,13,3,14,5,0,0.0,2,0,5,acquired
C0617,2012,12,HealthTech,China,Seed,0.13,1,6,1,12,1,0,0.6,3,0,4,operating
C0618,2010,14,Media,Singapore,Seed,1.57,1,7,0,13,3,0,0.0,1,0,1,closed
C0619,2012,12,Gaming,Canada,Series B,27.57,3,50,5,8,6,1,1.3,3,0,1,operating
C0620,2018,6,E-Commerce,USA,Series B,50.93,3,142,7,6,5,0,2.3,1,1,4,acquired
C0621,2001,23,SaaS,Sweden,Series B,2.27,3,128,6,18,6,0,1.8,2,0,3,operating
C0622,2005,19,HealthTech,Australia,Series C,43.09,4,167,8,13,9,0,2.8,2,0,5,operating
C0623,2019,5,AI/ML,India,Series B,25.43,4,61,5,5,5,1,2.0,1,1,5,operating
C0624,2001,23,HealthTech,India,Series A,2.37,2,88,5,17,5,0,1.0,1,0,1,operating
C0625,2005,19,EdTech,India,Series B,19.32,3,29,8,17,9,0,2.0,2,0,3,operating
C0626,2001,23,SaaS,Sweden,Series A,1.31,2,25,3,17,4,1,1.0,3,0,3,operating
C0627,2012,12,Software,Sweden,Seed,0.48,2,4,2,10,4,0,0.0,3,0,1,closed
C0628,2021,3,SaaS,Australia,Series A,6.81,2,31,3,6,3,0,0.8,2,0,4,closed
C0629,2015,9,E-Commerce,USA,Series B,39.74,3,39,7,10,6,0,2.3,3,0,3,operating
C0630,2019,5,Hardware,Australia,Seed,1.53,2,6,3,2,3,0,0.0,3,0,4,operating
C0631,2009,15,Hardware,China,Series A,1.72,2,63,2,12,1,0,0.6,2,0,4,operating
C0632,2010,14,Logistics,Japan,Series B,7.65,4,42,8,8,6,1,1.7,1,0,2,operating
C0633,2010,14,Software,Australia,Series A,1.97,3,17,6,10,5,1,0.5,1,0,5,operating
C0634,2008,16,E-Commerce,USA,Series A,3.29,3,16,2,14,4,0,1.1,1,0,4,operating
C0635,2000,24,E-Commerce,Netherlands,Series A,2.66,2,47,6,19,5,0,0.8,1,0,1,operating
C0636,2018,6,Logistics,UK,Seed,0.54,1,1,4,5,4,0,0.0,3,0,3,closed
C0637,2008,16,HealthTech,Japan,Seed,0.47,1,4,2,10,4,0,1.0,2,0,3,operating
C0638,2013,11,Gaming,China,Series D+,15.19,5,340,8,7,9,0,3.9,1,0,2,operating
C0639,2018,6,FinTech,Canada,IPO,161.2,6,895,12,4,10,0,4.0,1,0,2,operating
C0640,2006,18,CleanTech,China,Series B,33.76,3,49,7,13,8,0,2.1,3,1,2,operating
C0641,2013,11,SaaS,Germany,Series B,58.19,4,56,8,9,7,0,1.0,2,0,3,operating
C0642,2000,24,Gaming,Germany,Series A,6.07,3,24,6,19,7,0,1.4,2,0,5,operating
C0643,2000,24,HealthTech,Australia,Series A,1.37,3,26,2,16,1,0,1.1,2,0,3,operating
C0644,2015,9,HealthTech,USA,Series C,26.03,5,102,6,6,6,0,2.1,2,0,2,operating
C0645,2010,14,HealthTech,Netherlands,Series B,28.13,4,87,6,8,7,0,2.1,2,0,3,operating
C0646,2000,24,Hardware,Israel,Series A,2.83,2,77,5,19,7,0,0.8,2,0,4,operating
C0647,2017,7,Gaming,UK,Series B,18.0,4,114,7,8,8,0,3.2,2,0,5,operating
C0648,2016,8,FinTech,Sweden,Seed,0.28,1,5,2,7,2,0,0.1,3,1,1,operating
C0649,2003,21,HealthTech,USA,Series A,3.72,2,8,3,12,3,1,0.8,2,1,1,operating
C0650,2016,8,FinTech,USA,Seed,0.23,1,4,1,8,1,0,0.0,3,1,4,operating
C0651,2019,5,Gaming,Brazil,Series C,29.1,4,266,6,3,5,0,3.2,1,1,2,operating
C0652,2015,9,AgriTech,Netherlands,Series A,1.7,2,24,3,5,2,0,1.0,2,0,4,operating
C0653,2020,4,Hardware,Singapore,Series A,1.67,3,81,5,1,7,0,1.4,2,0,5,operating
C0654,2000,24,CleanTech,Netherlands,Seed,0.27,1,4,2,17,2,1,0.0,1,1,4,operating
C0655,2003,21,EdTech,Israel,Series A,2.38,3,19,5,14,5,0,0.0,3,0,5,operating
C0656,2021,3,Media,India,Series B,10.63,4,118,5,0,5,0,1.6,3,0,4,operating
C0657,2015,9,Hardware,South Korea,Series A,1.59,2,15,5,10,6,0,0.5,2,0,2,acquired
C0658,2019,5,SaaS,India,Series A,2.15,2,49,4,1,4,0,0.9,1,0,4,operating
C0659,2004,20,Biotech,Japan,Seed,0.39,2,3,2,18,1,0,0.4,2,0,2,operating
C0660,2017,7,Hardware,China,Series B,15.37,4,252,6,5,5,0,1.8,3,0,3,operating
C0661,2000,24,AI/ML,India,Seed,0.14,2,2,0,19,1,0,0.0,2,1,5,acquired
C0662,2021,3,HealthTech,Japan,Series A,4.26,3,50,3,0,3,0,0.9,2,0,5,acquired
C0663,2021,3,FinTech,France,Seed,0.92,2,7,3,2,5,0,0.4,1,0,3,acquired
C0664,2004,20,Biotech,USA,Series B,13.12,3,91,7,16,6,1,2.5,2,0,1,operating
C0665,2012,12,Media,Germany,IPO,418.49,7,2522,12,10,11,1,5.0,3,0,2,operating
C0666,2005,19,Biotech,Japan,Seed,0.92,1,4,4,15,3,0,0.0,1,0,2,operating
C0667,2006,18,EdTech,Japan,Series B,14.38,4,174,7,12,7,1,2.3,1,0,4,operating
C0668,2018,6,HealthTech,South Korea,Series A,1.41,3,63,6,5,7,0,2.2,2,0,5,operating
C0669,2013,11,Software,Germany,Series C,10.81,5,681,8,5,7,1,2.9,2,0,2,operating
C0670,2007,17,E-Commerce,UK,Series A,2.2,2,14,2,15,1,0,1.2,2,0,4,operating
C0671,2009,15,Software,Netherlands,Series A,2.0,2,18,3,12,3,0,0.5,1,0,5,operating
C0672,2007,17,Biotech,China,Seed,0.27,2,3,3,12,4,0,0.7,3,0,3,operating
C0673,2007,17,AgriTech,UK,Series A,5.96,2,4,3,14,3,0,0.5,2,0,4,acquired
C0674,2000,24,E-Commerce,Brazil,Seed,0.58,1,5,0,17,2,0,0.0,2,0,4,operating
C0675,2016,8,CleanTech,India,Series A,2.11,2,11,3,8,4,1,0.4,3,1,4,operating
C0676,2017,7,Logistics,Singapore,Series C,30.22,4,200,9,6,10,1,2.8,2,0,1,operating
C0677,2002,22,EdTech,Sweden,IPO,192.91,7,2149,11,18,8,0,4.8,2,0,3,operating
C0678,2013,11,SaaS,Germany,Seed,0.34,1,3,3,5,4,0,0.4,3,0,3,acquired
C0679,2011,13,E-Commerce,India,Series A,4.68,2,14,3,12,2,1,1.1,2,1,3,operating
C0680,2013,11,AgriTech,Brazil,Series A,1.66,2,30,6,5,4,0,1.0,2,0,5,operating
C0681,2013,11,Gaming,France,Series D+,67.48,6,489,12,11,10,0,4.1,2,0,1,operating
C0682,2004,20,EdTech,Netherlands,Seed,0.44,1,1,1,15,0,0,0.7,3,0,2,operating
C0683,2015,9,HealthTech,China,Seed,0.66,2,6,4,7,4,0,0.3,3,0,5,acquired
C0684,2012,12,Gaming,Singapore,Series C,23.35,5,44,10,7,8,0,3.3,2,1,3,operating
C0685,2001,23,FoodTech,Singapore,Series A,2.34,2,33,3,18,2,1,2.0,1,0,2,operating
C0686,2008,16,AgriTech,USA,Series C,63.05,4,67,7,15,8,0,2.7,2,0,5,operating
C0687,2011,13,FoodTech,USA,Seed,0.2,1,2,3,12,3,0,0.3,2,0,4,operating
C0688,2010,14,CleanTech,Germany,Series C,68.43,5,404,8,11,7,0,4.1,2,0,5,operating
C0689,2001,23,Biotech,France,Series C,37.68,5,132,7,16,6,0,2.8,2,0,4,operating
C0690,2016,8,HealthTech,France,Series D+,31.89,6,729,8,5,7,0,4.1,3,1,1,operating
C0691,2004,20,Biotech,Singapore,Series A,5.65,3,41,6,17,6,0,1.5,3,0,4,operating
C0692,2013,11,Software,Israel,Series A,2.05,3,25,6,9,5,0,0.6,3,0,3,operating
C0693,2016,8,AgriTech,Canada,IPO,462.56,7,1655,13,5,12,1,4.7,2,0,1,operating
C0694,2007,17,E-Commerce,Netherlands,Series A,2.11,2,14,5,11,7,0,1.1,2,0,4,operating
C0695,2012,12,Biotech,Brazil,Seed,1.35,1,5,4,7,6,0,0.0,3,0,3,acquired
C0696,2004,20,E-Commerce,South Korea,Seed,0.34,1,3,3,13,4,0,0.2,1,0,1,closed
C0697,2016,8,E-Commerce,Netherlands,Series B,5.7,4,36,4,5,4,0,1.0,2,0,2,acquired
C0698,2012,12,Biotech,Israel,Series A,2.44,2,10,5,12,4,0,0.6,2,0,3,operating
C0699,2001,23,SaaS,Netherlands,Seed,0.47,2,3,4,17,5,0,0.5,1,0,2,acquired
C0700,2006,18,HealthTech,Singapore,Seed,0.36,1,2,3,13,5,0,0.3,1,0,5,operating
C0701,2011,13,AI/ML,China,Series A,2.48,2,51,6,12,7,1,0.7,1,0,1,operating
C0702,2002,22,SaaS,Singapore,Series B,8.42,4,325,6,19,4,0,1.8,2,0,3,operating
C0703,2012,12,SaaS,Singapore,Seed,0.3,2,12,1,8,3,0,0.0,2,0,3,closed
C0704,2008,16,AgriTech,Singapore,Seed,0.4,2,3,3,13,4,0,0.4,2,0,3,operating
C0705,2008,16,EdTech,Germany,Series B,30.6,3,132,8,12,8,0,2.1,3,0,5,operating
C0706,2004,20,HealthTech,South Korea,Seed,0.19,2,9,2,16,4,0,0.2,2,0,2,operating
C0707,2019,5,Gaming,Germany,Series A,8.95,2,47,5,5,7,0,1.4,2,0,5,operating
C0708,2018,6,Media,Germany,Series A,4.13,3,22,4,8,5,0,1.0,3,0,4,operating
C0709,2008,16,AgriTech,China,Seed,0.88,1,3,1,11,0,0,0.0,2,1,5,operating
C0710,2014,10,Gaming,Brazil,Series A,4.54,2,50,2,9,2,1,0.4,2,1,5,operating
C0711,2021,3,AgriTech,Japan,Series A,1.93,2,23,4,6,5,0,1.0,1,1,5,operating
C0712,2008,16,Gaming,India,Series D+,88.12,6,239,10,10,11,1,3.1,2,0,1,operating
C0713,2006,18,HealthTech,Brazil,Seed,0.26,2,8,4,11,4,0,0.0,1,1,1,closed
C0714,2019,5,HealthTech,Japan,Series A,7.45,2,17,2,2,4,0,0.6,3,0,2,closed
C0715,2019,5,Software,France,Seed,0.33,1,10,4,6,4,0,0.1,3,0,3,acquired
C0716,2005,19,Software,Netherlands,Series A,1.05,3,11,5,15,7,0,0.2,1,0,3,operating
C0717,2018,6,Logistics,Germany,Series C,64.65,5,352,6,4,4,1,2.6,2,0,5,operating
C0718,2020,4,AI/ML,Singapore,Series B,7.74,4,83,6,0,4,0,0.0,1,0,3,operating
C0719,2017,7,Biotech,Australia,Series A,8.73,2,58,2,8,3,0,0.5,3,0,2,operating
C0720,2003,21,AI/ML,Sweden,Series B,10.37,4,35,5,17,4,0,1.6,3,1,5,operating
C0721,2012,12,FinTech,Germany,IPO,717.22,6,2502,11,8,11,1,5.0,3,0,3,operating
C0722,2013,11,AI/ML,Australia,Series A,0.83,2,21,2,9,1,0,0.7,1,0,3,operating
C0723,2000,24,AgriTech,Israel,Seed,0.38,2,3,0,16,1,0,0.0,1,0,4,acquired
C0724,2006,18,Software,UK,Series C,45.21,5,284,7,11,7,1,2.4,2,0,2,operating
C0725,2007,17,Logistics,Canada,Series B,7.74,4,118,4,9,5,1,2.2,3,0,1,operating
C0726,2012,12,Hardware,USA,Series A,2.44,3,94,2,9,2,0,1.1,2,0,3,operating
C0727,2017,7,EdTech,Netherlands,Series D+,409.31,6,382,12,7,9,0,3.4,2,0,5,operating
C0728,2018,6,Software,Singapore,IPO,708.55,7,1854,12,5,9,0,4.4,3,0,3,operating
C0729,2013,11,Logistics,France,Series A,9.22,2,66,5,8,6,1,0.7,3,1,3,operating
C0730,2005,19,AgriTech,Brazil,Series A,2.61,2,27,6,16,7,0,0.6,1,0,3,acquired
C0731,2015,9,FoodTech,Japan,Series A,1.9,3,12,2,5,1,0,0.3,2,0,4,operating
C0732,2008,16,E-Commerce,Brazil,Series D+,163.09,6,1501,11,10,9,0,3.3,2,0,2,operating
C0733,2013,11,Media,South Korea,Seed,0.84,1,2,2,7,1,0,0.1,3,0,2,closed
C0734,2006,18,FinTech,Netherlands,Seed,0.31,1,5,1,10,3,0,0.0,2,0,5,operating
C0735,2008,16,Biotech,Germany,IPO,584.03,6,2396,10,10,8,0,4.6,2,0,4,operating
C0736,2017,7,E-Commerce,Singapore,IPO,96.81,7,703,10,8,11,1,4.4,2,0,2,operating
C0737,2009,15,FoodTech,Brazil,Series C,146.09,4,213,6,14,7,1,2.6,2,0,5,operating
C0738,2006,18,Software,Germany,Seed,0.55,2,6,3,16,5,0,0.3,1,0,1,operating
C0739,2007,17,Biotech,Netherlands,Seed,0.26,2,7,3,10,3,0,0.1,3,0,4,acquired
C0740,2003,21,FoodTech,Singapore,Seed,0.17,1,4,4,14,5,0,0.0,2,0,1,acquired
C0741,2013,11,Biotech,Singapore,Series A,2.79,2,35,3,10,3,0,1.4,2,0,4,operating
C0742,2000,24,Media,Israel,Seed,0.15,1,11,1,17,2,0,0.0,3,0,3,operating
C0743,2019,5,Logistics,Netherlands,Seed,0.34,2,5,2,6,4,0,0.0,2,0,2,closed
C0744,2016,8,Logistics,USA,Series B,18.05,3,51,8,3,7,1,2.6,1,0,1,operating
C0745,2005,19,Software,China,Series A,1.61,3,107,6,15,6,0,1.4,3,0,2,operating
C0746,2010,14,E-Commerce,Singapore,Series A,5.74,2,59,5,9,4,0,0.0,2,0,1,operating
C0747,2021,3,Software,Brazil,Series A,2.07,3,28,6,5,7,1,0.8,2,0,2,acquired
C0748,2002,22,Media,Brazil,Series A,1.27,2,31,5,14,5,0,0.5,3,0,1,operating
C0749,2008,16,Media,South Korea,Seed,1.07,1,5,4,15,6,1,0.6,2,0,4,operating
C0750,2017,7,AI/ML,India,IPO,300.41,6,1001,14,4,14,1,4.2,3,0,3,operating
C0751,2016,8,HealthTech,India,Seed,0.24,1,15,0,4,2,0,0.5,2,0,1,acquired
C0752,2004,20,Biotech,Brazil,Series A,9.59,3,6,5,16,6,0,0.0,1,0,3,operating
C0753,2003,21,E-Commerce,Israel,Seed,0.21,1,8,1,17,2,0,0.0,1,0,3,acquired
C0754,2014,10,E-Commerce,Israel,Series B,18.59,4,158,7,9,5,0,2.4,1,1,4,operating
C0755,2017,7,CleanTech,Singapore,Series B,7.39,4,82,5,5,5,0,1.8,2,1,2,operating
C0756,2002,22,Software,Canada,Series D+,94.69,6,889,10,17,10,1,4.1,2,1,5,operating
C0757,2010,14,FoodTech,Singapore,IPO,214.58,7,2820,12,9,11,1,4.1,1,0,4,operating
C0758,2004,20,Software,Australia,Series B,26.94,4,89,8,14,6,0,2.2,1,1,4,operating
C0759,2016,8,Hardware,Canada,IPO,518.15,7,741,11,4,9,0,5.0,2,0,5,operating
C0760,2007,17,Gaming,South Korea,Series D+,138.39,5,266,12,14,9,1,3.1,2,0,3,operating
C0761,2018,6,AgriTech,China,Series D+,207.2,5,551,9,4,9,1,3.0,3,0,2,operating
C0762,2019,5,SaaS,Australia,Seed,0.33,1,8,1,5,2,0,0.1,1,0,4,acquired
C0763,2020,4,Gaming,UK,Seed,0.37,1,10,2,3,3,0,0.0,1,1,4,operating
C0764,2009,15,Media,Canada,Series B,13.97,4,102,4,8,6,0,1.5,3,0,1,operating
C0765,2015,9,EdTech,India,IPO,643.22,6,546,14,5,14,1,4.1,3,1,2,operating
C0766,2020,4,Biotech,Singapore,Series A,23.71,3,43,6,3,7,0,0.9,2,0,1,closed
C0767,2011,13,Logistics,Australia,Seed,0.5,1,1,3,11,5,0,0.1,2,0,4,operating
C0768,2002,22,FoodTech,Sweden,Series B,12.98,3,109,6,19,7,0,2.0,2,0,5,operating
C0769,2002,22,E-Commerce,Australia,Seed,0.41,1,8,1,13,3,0,0.0,3,0,5,operating
C0770,2014,10,FinTech,China,Series A,2.11,2,26,6,10,4,0,1.5,3,0,3,operating
C0771,2005,19,Hardware,Netherlands,Series B,8.56,3,47,5,12,6,0,1.6,2,0,1,operating
C0772,2010,14,EdTech,Germany,Series A,5.99,2,20,6,9,6,0,1.5,2,0,4,operating
C0773,2007,17,E-Commerce,Brazil,Series A,0.95,2,32,3,15,2,0,1.0,3,0,3,operating
C0774,2008,16,HealthTech,South Korea,Seed,0.56,1,5,1,11,2,0,0.1,3,0,4,operating
C0775,2005,19,Software,Japan,Series B,21.69,4,122,5,14,7,0,2.5,3,0,3,operating
C0776,2015,9,CleanTech,Singapore,IPO,514.18,6,1100,12,4,9,1,4.9,2,0,2,operating
C0777,2005,19,Hardware,France,Series B,6.31,4,42,6,16,4,0,1.0,2,0,5,operating
C0778,2014,10,E-Commerce,UK,Series A,12.48,3,7,4,10,5,0,0.0,2,0,3,acquired
C0779,2013,11,Media,Netherlands,Series D+,405.42,5,646,8,11,8,0,2.6,3,0,3,operating
C0780,2018,6,CleanTech,USA,Series B,39.14,3,60,7,4,5,1,1.7,1,1,4,operating
C0781,2012,12,AI/ML,France,Series A,3.56,3,15,6,7,5,0,0.5,3,0,5,operating
C0782,2017,7,EdTech,Australia,Seed,0.39,1,4,0,7,0,0,0.4,2,0,1,operating
C0783,2020,4,AgriTech,Netherlands,Series C,21.44,5,374,7,2,8,0,3.1,1,0,2,operating
C0784,2004,20,Software,India,Seed,0.76,1,11,2,12,2,0,0.0,2,0,1,operating
C0785,2007,17,Biotech,Brazil,Seed,1.16,2,7,1,10,3,0,0.4,2,1,4,operating
C0786,2021,3,EdTech,South Korea,Series B,40.04,4,42,7,6,7,0,1.7,1,0,3,operating
C0787,2000,24,AgriTech,Canada,Series B,7.91,4,62,5,19,5,0,2.2,2,0,5,operating
C0788,2017,7,Gaming,Germany,Seed,1.16,2,3,2,3,1,0,0.4,2,0,2,closed
C0789,2012,12,Gaming,Brazil,Series B,7.49,3,129,5,8,6,0,1.2,2,0,3,operating
C0790,2004,20,FinTech,Sweden,Series B,24.3,3,78,7,13,6,0,1.5,2,0,3,operating
C0791,2020,4,Hardware,Japan,Series A,1.5,2,41,5,5,5,1,1.7,2,0,4,operating
C0792,2008,16,Gaming,Germany,IPO,761.45,7,1371,11,12,9,0,4.7,1,0,3,operating
C0793,2002,22,Logistics,France,Series A,1.77,2,39,2,17,4,0,0.8,2,0,1,operating
C0794,2008,16,Gaming,Singapore,Series A,2.99,2,33,3,14,5,0,0.7,3,0,2,operating
C0795,2012,12,FinTech,Israel,IPO,389.88,6,3499,13,9,12,0,3.9,2,0,2,operating
C0796,2019,5,FoodTech,South Korea,Series A,2.35,3,29,6,3,5,0,0.9,1,0,5,operating
C0797,2014,10,Media,Germany,Series A,6.09,3,27,2,6,1,0,0.8,2,0,3,operating
C0798,2004,20,FinTech,South Korea,Series D+,351.07,6,643,10,18,11,0,4.1,3,0,4,operating
C0799,2003,21,CleanTech,Israel,Seed,0.38,2,3,1,12,3,1,0.9,3,0,1,operating
C0800,2017,7,AgriTech,China,Series A,0.64,2,23,2,2,3,1,0.7,2,0,5,acquired
C0801,2016,8,AgriTech,France,Seed,0.77,1,3,1,3,0,0,0.5,1,0,5,closed
C0802,2019,5,AgriTech,Sweden,Series A,2.75,3,49,6,5,4,0,1.6,3,0,2,operating
C0803,2020,4,AgriTech,Canada,Series A,1.86,2,51,2,4,3,0,0.9,3,0,5,acquired
C0804,2006,18,E-Commerce,Canada,Series A,2.91,2,12,2,13,4,1,0.9,2,0,2,operating
C0805,2015,9,CleanTech,Brazil,Series B,9.52,3,124,8,7,6,0,0.6,3,0,3,operating
C0806,2009,15,FoodTech,Israel,Seed,0.18,2,1,1,10,0,0,0.0,1,0,2,operating
C0807,2020,4,Software,Brazil,Series C,66.49,5,52,8,1,6,1,2.7,2,0,3,operating
